sigma, x , y
0.8700000000000001,0.161142,0.584891
0.9300000000000002,0.191491,0.576076
1.0500000000000003,0.223658,0.566805
1.0900000000000003,0.216401,0.598666
1.0100000000000002,0.183525,0.608661
1.0100000000000002,0.254861,0.558278
0.8700000000000001,0.248104,0.592378
0.9700000000000001,0.286375,0.549285
1.0300000000000002,0.27889,0.582491
0.9500000000000002,0.31102,0.572374
0.9700000000000001,0.335062,0.597652
1.2500000000000002,0.344407,0.563763
1.0300000000000002,0.303553,0.606256
1.0500000000000003,0.378807,0.552698
1.0500000000000003,0.373207,0.586997
1.0500000000000003,0.40474,0.57734
1.0900000000000003,0.438345,0.567568
1.0500000000000003,0.428547,0.601543
1.0500000000000003,0.471515,0.555028
1.0700000000000003,0.465523,0.589926
1.0100000000000002,0.503195,0.547518
0.8700000000000001,0.497795,0.580932
0.9700000000000001,0.52722,0.569093
0.9300000000000002,0.520551,0.600815
0.9900000000000001,0.561492,0.55962
